"","Unique_Image_ID","Date","Site","Archipelago","Island","Island_Site","Depth","Quadrat","Cattegory","Coral_Genus_Form","Cover"
"33","20180915_UTP_QUADRAT_SOCBOR1_120M_8.jpg","20180915","SOCBOR1","Society","Bora","1","120",30,"Sand","Sand",17.33
"34","20180915_UTP_QUADRAT_SOCBOR1_120M_8.jpg","20180915","SOCBOR1","Society","Bora","1","120",30,"Sponges","Sponges",4
"35","20180915_UTP_QUADRAT_SOCBOR1_120M_8.jpg","20180915","SOCBOR1","Society","Bora","1","120",30,"Sessile_Invertebrates","Sessile_Invertebrates",4
"36","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Scleractinian","Non_Id_Coral laminar",1.33
"37","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Calcifying_algae","Calcifying_algae",1.33
"38","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Sediment_substrate","Sediment_substrate",26.67
"39","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Consolidate_substrate","Consolidate_substrate",26.67
"40","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Rubble","Rubble",36
"41","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Sponges","Sponges",2.67
"42","20180915_UTP_QUADRAT_SOCBOR1_120M_10.jpg","20180915","SOCBOR1","Society","Bora","1","120",2,"Unidentifiable","Unidentifiable",5.33
"43","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Ulva","Ulva",1.33
"44","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Calcifying_algae","Calcifying_algae",2.67
"45","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Sediment_substrate","Sediment_substrate",17.33
"46","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Consolidate_substrate","Consolidate_substrate",50.67
"47","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Rubble","Rubble",18.67
"48","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Sponges","Sponges",5.33
"49","20180915_UTP_QUADRAT_SOCBOR1_120M_11.jpg","20180915","SOCBOR1","Society","Bora","1","120",3,"Sessile_Invertebrates","Sessile_Invertebrates",4
"50","20180915_UTP_QUADRAT_SOCBOR1_120M_13.jpg","20180915","SOCBOR1","Society","Bora","1","120",4,"Sediment_substrate","Sediment_substrate",22.67
"51","20180915_UTP_QUADRAT_SOCBOR1_120M_13.jpg","20180915","SOCBOR1","Society","Bora","1","120",4,"Consolidate_substrate","Consolidate_substrate",61.33
"52","20180915_UTP_QUADRAT_SOCBOR1_120M_13.jpg","20180915","SOCBOR1","Society","Bora","1","120",4,"Rubble","Rubble",12
"53","20180915_UTP_QUADRAT_SOCBOR1_120M_13.jpg","20180915","SOCBOR1","Society","Bora","1","120",4,"Sessile_Invertebrates","Sessile_Invertebrates",4
"54","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Calcifying_algae","Calcifying_algae",1.33
"55","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Gorgonia","Gorgonia",1.33
"56","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Black_coral","Black_coral",13.33
"57","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Sediment_substrate","Sediment_substrate",24
"58","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Consolidate_substrate","Consolidate_substrate",48
"59","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Rubble","Rubble",5.33
"60","20180915_UTP_QUADRAT_SOCBOR1_120M_14.jpg","20180915","SOCBOR1","Society","Bora","1","120",5,"Sessile_Invertebrates","Sessile_Invertebrates",6.67
"61","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Gorgonia","Gorgonia",10.67
"62","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Unidentifiable","Unidentifiable",1.33
"63","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Black_coral","Black_coral",8
"64","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Sediment_substrate","Sediment_substrate",32
"65","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Consolidate_substrate","Consolidate_substrate",33.33
"66","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Sponges","Sponges",5.33
"67","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Sessile_Invertebrates","Sessile_Invertebrates",5.33
"68","20180915_UTP_QUADRAT_SOCBOR1_120M_15.jpg","20180915","SOCBOR1","Society","Bora","1","120",6,"Unidentifiable","Unidentifiable",4
"69","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Calcifying_algae","Calcifying_algae",5.33
"70","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Black_coral","Black_coral",13.33
"71","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Sediment_substrate","Sediment_substrate",37.33
"72","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Consolidate_substrate","Consolidate_substrate",30.67
"73","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Sponges","Sponges",5.33
"74","20180915_UTP_QUADRAT_SOCBOR1_120M_16.jpg","20180915","SOCBOR1","Society","Bora","1","120",7,"Sessile_Invertebrates","Sessile_Invertebrates",8
"75","20180915_UTP_QUADRAT_SOCBOR1_120M_17.jpg","20180915","SOCBOR1","Society","Bora","1","120",8,"Calcifying_algae","Calcifying_algae",6.67
"76","20180915_UTP_QUADRAT_SOCBOR1_120M_17.jpg","20180915","SOCBOR1","Society","Bora","1","120",8,"Black_coral","Black_coral",5.33
"77","20180915_UTP_QUADRAT_SOCBOR1_120M_17.jpg","20180915","SOCBOR1","Society","Bora","1","120",8,"Sediment_substrate","Sediment_substrate",33.33
"78","20180915_UTP_QUADRAT_SOCBOR1_120M_17.jpg","20180915","SOCBOR1","Society","Bora","1","120",8,"Consolidate_substrate","Consolidate_substrate",52
"79","20180915_UTP_QUADRAT_SOCBOR1_120M_17.jpg","20180915","SOCBOR1","Society","Bora","1","120",8,"Sponges","Sponges",2.67
"80","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Macroalgae","Macroalgae",1.33
"81","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Calcifying_algae","Calcifying_algae",10.67
"82","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Sediment_substrate","Sediment_substrate",24
"83","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Gorgonia","Gorgonia",2.67
"84","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Consolidate_substrate","Consolidate_substrate",56
"85","20180915_UTP_QUADRAT_SOCBOR1_120M_18.jpg","20180915","SOCBOR1","Society","Bora","1","120",9,"Sponges","Sponges",5.33
"86","20180915_UTP_QUADRAT_SOCBOR1_120M_19.jpg","20180915","SOCBOR1","Society","Bora","1","120",10,"Gorgonia","Gorgonia",2.67
"87","20180915_UTP_QUADRAT_SOCBOR1_120M_19.jpg","20180915","SOCBOR1","Society","Bora","1","120",10,"Sediment_substrate","Sediment_substrate",16
"88","20180915_UTP_QUADRAT_SOCBOR1_120M_19.jpg","20180915","SOCBOR1","Society","Bora","1","120",10,"Consolidate_substrate","Consolidate_substrate",74.67
"89","20180915_UTP_QUADRAT_SOCBOR1_120M_19.jpg","20180915","SOCBOR1","Society","Bora","1","120",10,"Sponges","Sponges",4
"90","20180915_UTP_QUADRAT_SOCBOR1_120M_19.jpg","20180915","SOCBOR1","Society","Bora","1","120",10,"Sessile_Invertebrates","Sessile_Invertebrates",2.67
"91","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Calcifying_algae","Calcifying_algae",4
"92","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Gorgonia","Gorgonia",1.33
"93","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Black_coral","Black_coral",1.33
"94","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Sediment_substrate","Sediment_substrate",38.67
"95","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Consolidate_substrate","Consolidate_substrate",48
"96","20180915_UTP_QUADRAT_SOCBOR1_120M_20.jpg","20180915","SOCBOR1","Society","Bora","1","120",12,"Sponges","Sponges",6.67
"97","20180915_UTP_QUADRAT_SOCBOR1_120M_21.jpg","20180915","SOCBOR1","Society","Bora","1","120",13,"Sediment_substrate","Sediment_substrate",60
"98","20180915_UTP_QUADRAT_SOCBOR1_120M_21.jpg","20180915","SOCBOR1","Society","Bora","1","120",13,"Consolidate_substrate","Consolidate_substrate",28
"99","20180915_UTP_QUADRAT_SOCBOR1_120M_21.jpg","20180915","SOCBOR1","Society","Bora","1","120",13,"Rubble","Rubble",9.33
"100","20180915_UTP_QUADRAT_SOCBOR1_120M_21.jpg","20180915","SOCBOR1","Society","Bora","1","120",13,"Sponges","Sponges",2.67
"101","20180915_UTP_QUADRAT_SOCBOR1_120M_22.jpg","20180915","SOCBOR1","Society","Bora","1","120",14,"Scleractinian","Leptoseris laminar",1.33
"102","20180915_UTP_QUADRAT_SOCBOR1_120M_22.jpg","20180915","SOCBOR1","Society","Bora","1","120",14,"Calcifying_algae","Calcifying_algae",1.33
"103","20180915_UTP_QUADRAT_SOCBOR1_120M_22.jpg","20180915","SOCBOR1","Society","Bora","1","120",14,"Sediment_substrate","Sediment_substrate",33.33
"104","20180915_UTP_QUADRAT_SOCBOR1_120M_22.jpg","20180915","SOCBOR1","Society","Bora","1","120",14,"Consolidate_substrate","Consolidate_substrate",49.33
"105","20180915_UTP_QUADRAT_SOCBOR1_120M_22.jpg","20180915","SOCBOR1","Society","Bora","1","120",14,"Rubble","Rubble",14.67
"106","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Calcifying_algae","Calcifying_algae",9.33
"107","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Gorgonia","Gorgonia",5.33
"108","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Sediment_substrate","Sediment_substrate",12
"109","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Consolidate_substrate","Consolidate_substrate",49.33
"110","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Rubble","Rubble",22.67
"111","20180915_UTP_QUADRAT_SOCBOR1_120M_23.jpg","20180915","SOCBOR1","Society","Bora","1","120",15,"Sponges","Sponges",1.33
"112","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Scleractinian","Alveopora massive",1.33
"113","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Calcifying_algae","Calcifying_algae",9.33
"114","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Sediment_substrate","Sediment_substrate",18.67
"115","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Consolidate_substrate","Consolidate_substrate",58.67
"116","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Sponges","Sponges",9.33
"117","20180915_UTP_QUADRAT_SOCBOR1_120M_25.jpg","20180915","SOCBOR1","Society","Bora","1","120",16,"Sessile_Invertebrates","Sessile_Invertebrates",2.67
"118","20180915_UTP_QUADRAT_SOCBOR1_120M_26.jpg","20180915","SOCBOR1","Society","Bora","1","120",17,"Calcifying_algae","Calcifying_algae",1.33
"119","20180915_UTP_QUADRAT_SOCBOR1_120M_26.jpg","20180915","SOCBOR1","Society","Bora","1","120",17,"Sediment_substrate","Sediment_substrate",49.33
"120","20180915_UTP_QUADRAT_SOCBOR1_120M_26.jpg","20180915","SOCBOR1","Society","Bora","1","120",17,"Consolidate_substrate","Consolidate_substrate",45.33
"121","20180915_UTP_QUADRAT_SOCBOR1_120M_26.jpg","20180915","SOCBOR1","Society","Bora","1","120",17,"Sponges","Sponges",2.67
"122","20180915_UTP_QUADRAT_SOCBOR1_120M_26.jpg","20180915","SOCBOR1","Society","Bora","1","120",17,"Sessile_Invertebrates","Sessile_Invertebrates",1.33
"123","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Calcifying_algae","Calcifying_algae",2.67
"124","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Gorgonia","Gorgonia",1.33
"125","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Sediment_substrate","Sediment_substrate",21.33
"126","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Consolidate_substrate","Consolidate_substrate",54.67
"127","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Rubble","Rubble",18.67
"128","20180915_UTP_QUADRAT_SOCBOR1_120M_27.jpg","20180915","SOCBOR1","Society","Bora","1","120",18,"Sessile_Invertebrates","Sessile_Invertebrates",1.33
"129","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Calcifying_algae","Calcifying_algae",1.33
"130","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Gorgonia","Gorgonia",1.33
"131","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Black_coral","Black_coral",5.33
"132","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Sediment_substrate","Sediment_substrate",25.33
"133","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Consolidate_substrate","Consolidate_substrate",48
"134","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Rubble","Rubble",9.33
"135","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Sponges","Sponges",4
"136","20180915_UTP_QUADRAT_SOCBOR1_120M_28.jpg","20180915","SOCBOR1","Society","Bora","1","120",19,"Sessile_Invertebrates","Sessile_Invertebrates",5.33
"137","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Calcifying_algae","Calcifying_algae",1.33
"138","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Black_coral","Black_coral",6.67
"139","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Sediment_substrate","Sediment_substrate",40
"140","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Consolidate_substrate","Consolidate_substrate",48
"141","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Rubble","Rubble",1.33
"142","20180915_UTP_QUADRAT_SOCBOR1_120M_29.jpg","20180915","SOCBOR1","Society","Bora","1","120",20,"Sessile_Invertebrates","Sessile_Invertebrates",2.67
"143","20180915_UTP_QUADRAT_SOCBOR1_120M_30.jpg","20180915","SOCBOR1","Society","Bora","1","120",21,"Calcifying_algae","Calcifying_algae",5.33
"144","20180915_UTP_QUADRAT_SOCBOR1_120M_30.jpg","20180915","SOCBOR1","Society","Bora","1","120",21,"Black_coral","Black_coral",9.33
"145","20180915_UTP_QUADRAT_SOCBOR1_120M_30.jpg","20180915","SOCBOR1","Society","Bora","1","120",21,"Sediment_substrate","Sediment_substrate",72
"146","20180915_UTP_QUADRAT_SOCBOR1_120M_30.jpg","20180915","SOCBOR1","Society","Bora","1","120",21,"Consolidate_substrate","Consolidate_substrate",8
"147","20180915_UTP_QUADRAT_SOCBOR1_120M_30.jpg","20180915","SOCBOR1","Society","Bora","1","120",21,"Sponges","Sponges",5.33
"148","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Calcifying_algae","Calcifying_algae",1.33
"149","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Black_coral","Black_coral",4
"150","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Sediment_substrate","Sediment_substrate",68
"151","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Consolidate_substrate","Consolidate_substrate",17.33
"152","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Rubble","Rubble",6.67
"153","20180915_UTP_QUADRAT_SOCBOR1_120M_31.jpg","20180915","SOCBOR1","Society","Bora","1","120",22,"Sponges","Sponges",2.67
"154","20180915_UTP_QUADRAT_SOCBOR1_120M_32.jpg","20180915","SOCBOR1","Society","Bora","1","120",23,"Gorgonia","Gorgonia",1.33
"155","20180915_UTP_QUADRAT_SOCBOR1_120M_32.jpg","20180915","SOCBOR1","Society","Bora","1","120",23,"Black_coral","Black_coral",2.67
"156","20180915_UTP_QUADRAT_SOCBOR1_120M_32.jpg","20180915","SOCBOR1","Society","Bora","1","120",23,"Sediment_substrate","Sediment_substrate",68
"157","20180915_UTP_QUADRAT_SOCBOR1_120M_32.jpg","20180915","SOCBOR1","Society","Bora","1","120",23,"Consolidate_substrate","Consolidate_substrate",16
"158","20180915_UTP_QUADRAT_SOCBOR1_120M_32.jpg","20180915","SOCBOR1","Society","Bora","1","120",23,"Sponges","Sponges",12
"159","20180915_UTP_QUADRAT_SOCBOR1_120M_33.jpg","20180915","SOCBOR1","Society","Bora","1","120",24,"Calcifying_algae","Calcifying_algae",4
"160","20180915_UTP_QUADRAT_SOCBOR1_120M_33.jpg","20180915","SOCBOR1","Society","Bora","1","120",24,"Black_coral","Black_coral",2.67
"161","20180915_UTP_QUADRAT_SOCBOR1_120M_33.jpg","20180915","SOCBOR1","Society","Bora","1","120",24,"Sediment_substrate","Sediment_substrate",42.67
"162","20180915_UTP_QUADRAT_SOCBOR1_120M_33.jpg","20180915","SOCBOR1","Society","Bora","1","120",24,"Consolidate_substrate","Consolidate_substrate",48
"163","20180915_UTP_QUADRAT_SOCBOR1_120M_33.jpg","20180915","SOCBOR1","Society","Bora","1","120",24,"Rubble","Rubble",2.67
"164","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Calcifying_algae","Calcifying_algae",5.33
"165","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Sediment_substrate","Sediment_substrate",20
"166","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Consolidate_substrate","Consolidate_substrate",65.33
"167","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Rubble","Rubble",4
"168","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Sponges","Sponges",4
"169","20180915_UTP_QUADRAT_SOCBOR1_120M_34.jpg","20180915","SOCBOR1","Society","Bora","1","120",25,"Sessile_Invertebrates","Sessile_Invertebrates",1.33
"170","20180915_UTP_QUADRAT_SOCBOR1_120M_36.jpg","20180915","SOCBOR1","Society","Bora","1","120",26,"Sediment_substrate","Sediment_substrate",65.33
"171","20180915_UTP_QUADRAT_SOCBOR1_120M_36.jpg","20180915","SOCBOR1","Society","Bora","1","120",26,"Consolidate_substrate","Consolidate_substrate",24
"172","20180915_UTP_QUADRAT_SOCBOR1_120M_36.jpg","20180915","SOCBOR1","Society","Bora","1","120",26,"Rubble","Rubble",6.67
