date;année;île;site;île x site;identificateur;n° quadrat;genre;recouvrement %
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Fungia;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Fungia;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Fungia;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Fungia;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Fungia;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Astrea curta;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Astrea curta;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Astrea curta;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Astrea curta;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Astrea curta;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Astrea curta;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Montipora;6.17
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Montipora;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Montipora;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Montipora;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Montipora;8.64
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Montipora;6.17
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Montipora;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Montipora;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Montipora;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Montipora;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Montipora;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Autres;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Autres;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Autres;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Autres;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Autres;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Autres;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Autres;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Autres;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Dipsastraea;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Dipsastraea;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Dipsastraea;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Dipsastraea;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Dipsastraea;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Dipsastraea;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Pocillopora;9.88
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Pocillopora;12.35
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Pocillopora;19.75
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Pocillopora;8.64
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Pocillopora;12.35
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Pocillopora;7.41
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Pocillopora;8.64
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Pocillopora;16.05
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Pocillopora;20.99
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Pocillopora;17.28
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Pocillopora;13.58
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Pocillopora;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Pocillopora;13.58
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Pocillopora;11.11
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Pocillopora;16.05
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Pocillopora;20.99
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Pocillopora;12.35
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Pocillopora;11.11
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Pocillopora;9.88
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Pocillopora;9.88
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;1;Porites;27.16
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;2;Porites;14.81
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;3;Porites;8.64
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;4;Porites;13.58
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;5;Porites;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;6;Porites;11.11
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;7;Porites;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;8;Porites;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;9;Porites;8.64
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;10;Porites;16.05
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;11;Porites;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;12;Porites;3.7
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;13;Porites;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;14;Porites;4.94
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;15;Porites;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;16;Porites;2.47
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;17;Porites;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;18;Porites;1.23
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;19;Porites;0
05/08/1997;1997;aratika;aratika;Aratika;Pauline Bosserelle;20;Porites;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Acropora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Acropora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Acropora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Acropora;4.94
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Acropora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Acropora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Fungia;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Fungia;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Astrea curta;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Astrea curta;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Astrea curta;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Astrea curta;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Montipora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Montipora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Montipora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Montipora;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Montipora;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Montipora;3.7
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Montipora;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Montipora;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Montipora;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Autres;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Autres;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Autres;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Autres;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Autres;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Autres;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Autres;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Autres;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Autres;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Autres;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Pocillopora;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Pocillopora;7.41
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Pocillopora;9.88
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Pocillopora;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Pocillopora;7.41
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Pocillopora;9.88
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Pocillopora;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Pocillopora;13.58
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Pocillopora;14.81
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Pocillopora;11.11
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Pocillopora;9.88
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Pocillopora;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Pocillopora;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Pocillopora;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Pocillopora;19.75
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Pocillopora;14.81
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Pocillopora;9.88
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Pocillopora;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Pocillopora;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Pocillopora;14.81
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Porites;18.52
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Porites;13.58
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Porites;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Porites;8.64
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Porites;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Porites;16.05
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Porites;12.35
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Porites;11.11
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Porites;7.41
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Porites;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Porites;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Porites;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Porites;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;14;Porites;6.17
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;15;Porites;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;16;Porites;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;17;Porites;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;18;Porites;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;19;Porites;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;20;Porites;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;1;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;2;Dipsastraea;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;3;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;4;Dipsastraea;2.47
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;5;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;6;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;7;Dipsastraea;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;8;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;9;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;10;Dipsastraea;1.23
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;11;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;12;Dipsastraea;0
22/06/1999;1999;aratika;aratika;Aratika;Yannick Chancerelle;13;Dipsastraea;0
